season,week,date,visitor,vScore,home,hScore,notes
1978,1,1978-09-02,new-york-giants,19,tampa-bay-buccaneers,13,
1978,1,1978-09-03,green-bay-packers,13,detroit-lions,7,
1978,1,1978-09-03,houston-oilers,14,atlanta-falcons,20,
1978,1,1978-09-03,kansas-city-chiefs,24,cincinnati-bengals,23,
1978,1,1978-09-03,los-angeles-rams,16,philadelphia-eagles,14,
1978,1,1978-09-03,miami-dolphins,20,new-york-jets,33,
1978,1,1978-09-03,minnesota-vikings,24,new-orleans-saints,31,
1978,1,1978-09-03,pittsburgh-steelers,28,buffalo-bills,17,
1978,1,1978-09-03,st.-louis-cardinals,10,chicago-bears,17,
1978,1,1978-09-03,san-francisco-49ers,7,cleveland-browns,24,
1978,1,1978-09-03,washington-redskins,16,new-england-patriots,14,
1978,1,1978-09-03,oakland-raiders,6,denver-broncos,14,
1978,1,1978-09-03,san-diego-chargers,24,seattle-seahawks,20,
1978,1,1978-09-04,baltimore-colts,0,dallas-cowboys,38,
1978,2,1978-09-09,detroit-lions,15,tampa-bay-buccaneers,7,
1978,2,1978-09-10,cincinnati-bengals,10,cleveland-browns,13,OT
1978,2,1978-09-10,dallas-cowboys,34,new-york-giants,24,
1978,2,1978-09-10,houston-oilers,20,kansas-city-chiefs,17,
1978,2,1978-09-10,new-england-patriots,16,st.-louis-cardinals,6,
1978,2,1978-09-10,new-orleans-saints,17,green-bay-packers,28,
1978,2,1978-09-10,philadelphia-eagles,30,washington-redskins,35,
1978,2,1978-09-10,seattle-seahawks,10,pittsburgh-steelers,21,
1978,2,1978-09-10,atlanta-falcons,0,los-angeles-rams,10,
1978,2,1978-09-10,chicago-bears,16,san-francisco-49ers,13,
1978,2,1978-09-10,miami-dolphins,42,baltimore-colts,0,
1978,2,1978-09-10,new-york-jets,21,buffalo-bills,20,
1978,2,1978-09-10,oakland-raiders,21,san-diego-chargers,20,
1978,2,1978-09-11,denver-broncos,9,minnesota-vikings,12,OT
1978,3,1978-09-17,chicago-bears,19,detroit-lions,0,
1978,3,1978-09-17,cleveland-browns,24,atlanta-falcons,16,
1978,3,1978-09-17,kansas-city-chiefs,10,new-york-giants,26,
1978,3,1978-09-17,oakland-raiders,28,green-bay-packers,3,
1978,3,1978-09-17,philadelphia-eagles,24,new-orleans-saints,17,
1978,3,1978-09-17,pittsburgh-steelers,28,cincinnati-bengals,3,
1978,3,1978-09-17,san-francisco-49ers,19,houston-oilers,20,
1978,3,1978-09-17,seattle-seahawks,24,new-york-jets,17,
1978,3,1978-09-17,tampa-bay-buccaneers,16,minnesota-vikings,10,
1978,3,1978-09-17,washington-redskins,28,st.-louis-cardinals,10,
1978,3,1978-09-17,buffalo-bills,24,miami-dolphins,31,
1978,3,1978-09-17,dallas-cowboys,14,los-angeles-rams,27,
1978,3,1978-09-17,san-diego-chargers,14,denver-broncos,27,
1978,3,1978-09-18,baltimore-colts,34,new-england-patriots,27,
1978,4,1978-09-24,baltimore-colts,17,buffalo-bills,24,
1978,4,1978-09-24,cleveland-browns,9,pittsburgh-steelers,15,OT
1978,4,1978-09-24,denver-broncos,23,kansas-city-chiefs,17,OT
1978,4,1978-09-24,los-angeles-rams,10,houston-oilers,6,
1978,4,1978-09-24,miami-dolphins,3,philadelphia-eagles,17,
1978,4,1978-09-24,new-orleans-saints,20,cincinnati-bengals,18,
1978,4,1978-09-24,new-york-jets,3,washington-redskins,23,
1978,4,1978-09-24,atlanta-falcons,9,tampa-bay-buccaneers,14,
1978,4,1978-09-24,detroit-lions,16,seattle-seahawks,28,
1978,4,1978-09-24,green-bay-packers,24,san-diego-chargers,3,
1978,4,1978-09-24,new-england-patriots,21,oakland-raiders,14,
1978,4,1978-09-24,st.-louis-cardinals,12,dallas-cowboys,21,
1978,4,1978-09-24,san-francisco-49ers,10,new-york-giants,27,
1978,4,1978-09-25,minnesota-vikings,24,chicago-bears,20,
1978,5,1978-10-01,detroit-lions,14,green-bay-packers,35,
1978,5,1978-10-01,houston-oilers,16,cleveland-browns,13,
1978,5,1978-10-01,kansas-city-chiefs,13,buffalo-bills,28,
1978,5,1978-10-01,los-angeles-rams,26,new-orleans-saints,20,
1978,5,1978-10-01,minnesota-vikings,24,tampa-bay-buccaneers,7,
1978,5,1978-10-01,new-york-giants,20,atlanta-falcons,23,
1978,5,1978-10-01,pittsburgh-steelers,28,new-york-jets,17,
1978,5,1978-10-01,st.-louis-cardinals,10,miami-dolphins,24,
1978,5,1978-10-01,san-diego-chargers,23,new-england-patriots,28,
1978,5,1978-10-01,philadelphia-eagles,17,baltimore-colts,14,
1978,5,1978-10-01,cincinnati-bengals,12,san-francisco-49ers,28,
1978,5,1978-10-01,oakland-raiders,25,chicago-bears,19,OT
1978,5,1978-10-01,seattle-seahawks,7,denver-broncos,28,
1978,5,1978-10-02,dallas-cowboys,5,washington-redskins,9,
1978,6,1978-10-08,atlanta-falcons,7,pittsburgh-steelers,31,
1978,6,1978-10-08,baltimore-colts,30,st.-louis-cardinals,17,
1978,6,1978-10-08,buffalo-bills,14,new-york-jets,45,
1978,6,1978-10-08,chicago-bears,14,green-bay-packers,24,
1978,6,1978-10-08,cleveland-browns,24,new-orleans-saints,16,
1978,6,1978-10-08,new-york-giants,3,dallas-cowboys,24,
1978,6,1978-10-08,philadelphia-eagles,14,new-england-patriots,24,
1978,6,1978-10-08,tampa-bay-buccaneers,30,kansas-city-chiefs,13,
1978,6,1978-10-08,washington-redskins,21,detroit-lions,19,
1978,6,1978-10-08,denver-broncos,0,san-diego-chargers,23,
1978,6,1978-10-08,houston-oilers,17,oakland-raiders,21,
1978,6,1978-10-08,minnesota-vikings,28,seattle-seahawks,29,
1978,6,1978-10-08,san-francisco-49ers,10,los-angeles-rams,27,
1978,6,1978-10-09,cincinnati-bengals,0,miami-dolphins,21,
1978,7,1978-10-15,buffalo-bills,10,houston-oilers,17,
1978,7,1978-10-15,dallas-cowboys,24,st.-louis-cardinals,21,OT
1978,7,1978-10-15,detroit-lions,0,atlanta-falcons,14,
1978,7,1978-10-15,new-england-patriots,10,cincinnati-bengals,3,
1978,7,1978-10-15,pittsburgh-steelers,34,cleveland-browns,14,
1978,7,1978-10-15,seattle-seahawks,28,green-bay-packers,45,
1978,7,1978-10-15,tampa-bay-buccaneers,14,new-york-giants,17,
1978,7,1978-10-15,washington-redskins,10,philadelphia-eagles,17,
1978,7,1978-10-15,new-york-jets,33,baltimore-colts,10,
1978,7,1978-10-15,kansas-city-chiefs,6,oakland-raiders,28,
1978,7,1978-10-15,los-angeles-rams,34,minnesota-vikings,17,
1978,7,1978-10-15,miami-dolphins,28,san-diego-chargers,21,
1978,7,1978-10-15,new-orleans-saints,14,san-francisco-49ers,7,
1978,7,1978-10-16,chicago-bears,7,denver-broncos,16,
1978,8,1978-10-22,chicago-bears,19,tampa-bay-buccaneers,33,
1978,8,1978-10-22,cincinnati-bengals,0,buffalo-bills,5,
1978,8,1978-10-22,cleveland-browns,3,kansas-city-chiefs,17,
1978,8,1978-10-22,green-bay-packers,7,minnesota-vikings,21,
1978,8,1978-10-22,miami-dolphins,24,new-england-patriots,33,
1978,8,1978-10-22,philadelphia-eagles,7,dallas-cowboys,14,
1978,8,1978-10-22,st.-louis-cardinals,10,new-york-jets,23,
1978,8,1978-10-22,san-diego-chargers,14,detroit-lions,31,
1978,8,1978-10-22,washington-redskins,6,new-york-giants,17,
1978,8,1978-10-22,atlanta-falcons,20,san-francisco-49ers,17,
1978,8,1978-10-22,denver-broncos,6,baltimore-colts,7,
1978,8,1978-10-22,new-orleans-saints,10,los-angeles-rams,3,
1978,8,1978-10-22,oakland-raiders,7,seattle-seahawks,27,
1978,8,1978-10-23,houston-oilers,24,pittsburgh-steelers,17,
1978,9,1978-10-26,minnesota-vikings,21,dallas-cowboys,10,
1978,9,1978-10-29,buffalo-bills,20,cleveland-browns,41,
1978,9,1978-10-29,detroit-lions,21,chicago-bears,17,
1978,9,1978-10-29,houston-oilers,13,cincinnati-bengals,28,
1978,9,1978-10-29,kansas-city-chiefs,24,pittsburgh-steelers,27,
1978,9,1978-10-29,new-york-giants,17,new-orleans-saints,28,
1978,9,1978-10-29,new-york-jets,21,new-england-patriots,55,
1978,9,1978-10-29,st.-louis-cardinals,16,philadelphia-eagles,10,
1978,9,1978-10-29,san-francisco-49ers,20,washington-redskins,38,
1978,9,1978-10-29,tampa-bay-buccaneers,7,green-bay-packers,9,
1978,9,1978-10-29,baltimore-colts,8,miami-dolphins,26,
1978,9,1978-10-29,denver-broncos,20,seattle-seahawks,17,OT
1978,9,1978-10-29,san-diego-chargers,27,oakland-raiders,23,
1978,9,1978-10-30,los-angeles-rams,7,atlanta-falcons,15,
1978,10,1978-11-05,cleveland-browns,10,houston-oilers,14,
1978,10,1978-11-05,detroit-lions,7,minnesota-vikings,17,
1978,10,1978-11-05,green-bay-packers,3,philadelphia-eagles,10,
1978,10,1978-11-05,new-england-patriots,14,buffalo-bills,10,
1978,10,1978-11-05,new-orleans-saints,14,pittsburgh-steelers,20,
1978,10,1978-11-05,new-york-giants,10,st.-louis-cardinals,20,
1978,10,1978-11-05,oakland-raiders,20,kansas-city-chiefs,10,
1978,10,1978-11-05,san-francisco-49ers,10,atlanta-falcons,21,
1978,10,1978-11-05,seattle-seahawks,31,chicago-bears,29,
1978,10,1978-11-05,cincinnati-bengals,13,san-diego-chargers,22,
1978,10,1978-11-05,dallas-cowboys,16,miami-dolphins,23,
1978,10,1978-11-05,new-york-jets,31,denver-broncos,28,
1978,10,1978-11-05,tampa-bay-buccaneers,23,los-angeles-rams,26,
1978,10,1978-11-06,washington-redskins,17,baltimore-colts,21,
1978,11,1978-11-12,atlanta-falcons,20,new-orleans-saints,17,
1978,11,1978-11-12,dallas-cowboys,42,green-bay-packers,14,
1978,11,1978-11-12,denver-broncos,19,cleveland-browns,7,
1978,11,1978-11-12,houston-oilers,26,new-england-patriots,23,
1978,11,1978-11-12,miami-dolphins,25,buffalo-bills,24,
1978,11,1978-11-12,new-york-giants,13,washington-redskins,16,OT
1978,11,1978-11-12,new-york-jets,9,philadelphia-eagles,17,
1978,11,1978-11-12,tampa-bay-buccaneers,23,detroit-lions,34,
1978,11,1978-11-12,baltimore-colts,17,seattle-seahawks,14,
1978,11,1978-11-12,chicago-bears,14,minnesota-vikings,17,
1978,11,1978-11-12,kansas-city-chiefs,23,san-diego-chargers,29,OT
1978,11,1978-11-12,st.-louis-cardinals,16,san-francisco-49ers,10,
1978,11,1978-11-12,pittsburgh-steelers,7,los-angeles-rams,10,
1978,11,1978-11-13,oakland-raiders,34,cincinnati-bengals,21,
1978,12,1978-11-19,atlanta-falcons,7,chicago-bears,13,
1978,12,1978-11-19,buffalo-bills,10,tampa-bay-buccaneers,31,
1978,12,1978-11-19,new-england-patriots,19,new-york-jets,17,
1978,12,1978-11-19,new-orleans-saints,7,dallas-cowboys,27,
1978,12,1978-11-19,philadelphia-eagles,19,new-york-giants,17,
1978,12,1978-11-19,st.-louis-cardinals,27,washington-redskins,17,
1978,12,1978-11-19,san-diego-chargers,13,minnesota-vikings,7,
1978,12,1978-11-19,seattle-seahawks,13,kansas-city-chiefs,10,
1978,12,1978-11-19,cleveland-browns,45,baltimore-colts,24,
1978,12,1978-11-19,cincinnati-bengals,6,pittsburgh-steelers,7,
1978,12,1978-11-19,detroit-lions,17,oakland-raiders,29,
1978,12,1978-11-19,green-bay-packers,3,denver-broncos,16,
1978,12,1978-11-19,los-angeles-rams,31,san-francisco-49ers,28,
1978,12,1978-11-20,miami-dolphins,30,houston-oilers,35,
1978,13,1978-11-23,denver-broncos,14,detroit-lions,17,
1978,13,1978-11-23,washington-redskins,10,dallas-cowboys,37,
1978,13,1978-11-26,cincinnati-bengals,10,houston-oilers,17,
1978,13,1978-11-26,los-angeles-rams,19,cleveland-browns,30,
1978,13,1978-11-26,minnesota-vikings,10,green-bay-packers,10,OT
1978,13,1978-11-26,new-york-giants,17,buffalo-bills,41,
1978,13,1978-11-26,new-york-jets,24,miami-dolphins,13,
1978,13,1978-11-26,new-orleans-saints,17,atlanta-falcons,20,
1978,13,1978-11-26,philadelphia-eagles,14,st.-louis-cardinals,10,
1978,13,1978-11-26,san-diego-chargers,0,kansas-city-chiefs,23,
1978,13,1978-11-26,tampa-bay-buccaneers,3,chicago-bears,14,
1978,13,1978-11-26,new-england-patriots,35,baltimore-colts,14,
1978,13,1978-11-26,seattle-seahawks,17,oakland-raiders,16,
1978,13,1978-11-27,pittsburgh-steelers,24,san-francisco-49ers,7,
1978,14,1978-12-03,atlanta-falcons,7,cincinnati-bengals,37,
1978,14,1978-12-03,baltimore-colts,16,new-york-jets,24,
1978,14,1978-12-03,buffalo-bills,10,kansas-city-chiefs,14,
1978,14,1978-12-03,detroit-lions,14,st.-louis-cardinals,21,
1978,14,1978-12-03,green-bay-packers,17,tampa-bay-buccaneers,7,
1978,14,1978-12-03,los-angeles-rams,20,new-york-giants,17,
1978,14,1978-12-03,miami-dolphins,16,washington-redskins,0,
1978,14,1978-12-03,philadelphia-eagles,27,minnesota-vikings,28,
1978,14,1978-12-03,pittsburgh-steelers,13,houston-oilers,3,
1978,14,1978-12-03,san-francisco-49ers,13,new-orleans-saints,24,
1978,14,1978-12-03,cleveland-browns,24,seattle-seahawks,47,
1978,14,1978-12-03,new-england-patriots,10,dallas-cowboys,17,
1978,14,1978-12-03,denver-broncos,21,oakland-raiders,6,
1978,14,1978-12-04,chicago-bears,7,san-diego-chargers,40,
1978,15,1978-12-09,baltimore-colts,13,pittsburgh-steelers,35,
1978,15,1978-12-09,minnesota-vikings,14,detroit-lions,45,
1978,15,1978-12-10,buffalo-bills,24,new-england-patriots,26,
1978,15,1978-12-10,dallas-cowboys,31,philadelphia-eagles,13,
1978,15,1978-12-10,green-bay-packers,0,chicago-bears,14,
1978,15,1978-12-10,houston-oilers,17,new-orleans-saints,12,
1978,15,1978-12-10,new-york-jets,34,cleveland-browns,37,OT
1978,15,1978-12-10,st.-louis-cardinals,0,new-york-giants,17,
1978,15,1978-12-10,washington-redskins,17,atlanta-falcons,20,
1978,15,1978-12-10,kansas-city-chiefs,3,denver-broncos,24,
1978,15,1978-12-10,oakland-raiders,6,miami-dolphins,23,
1978,15,1978-12-10,seattle-seahawks,10,san-diego-chargers,37,
1978,15,1978-12-10,tampa-bay-buccaneers,3,san-francisco-49ers,6,
1978,15,1978-12-11,cincinnati-bengals,20,los-angeles-rams,19,
1978,16,1978-12-16,chicago-bears,14,washington-redskins,10,
1978,16,1978-12-16,pittsburgh-steelers,21,denver-broncos,17,
1978,16,1978-12-17,atlanta-falcons,21,st.-louis-cardinals,42,
1978,16,1978-12-17,cleveland-browns,16,cincinnati-bengals,48,
1978,16,1978-12-17,dallas-cowboys,30,new-york-jets,7,
1978,16,1978-12-17,new-orleans-saints,17,tampa-bay-buccaneers,10,
1978,16,1978-12-17,new-york-giants,3,philadelphia-eagles,20,
1978,16,1978-12-17,san-francisco-49ers,14,detroit-lions,33,
1978,16,1978-12-17,buffalo-bills,21,baltimore-colts,14,
1978,16,1978-12-17,green-bay-packers,14,los-angeles-rams,31,
1978,16,1978-12-17,kansas-city-chiefs,19,seattle-seahawks,23,
1978,16,1978-12-17,minnesota-vikings,20,oakland-raiders,27,
1978,16,1978-12-17,san-diego-chargers,45,houston-oilers,24,
1978,16,1978-12-18,new-england-patriots,3,miami-dolphins,23,
1978,Wild Card Playoff,1978-12-24,philadelphia-eagles,13,atlanta-falcons,14,
1978,Wild Card Playoff,1978-12-24,houston-oilers,17,miami-dolphins,9,
1978,Divisional Playoff,1978-12-30,atlanta-falcons,20,dallas-cowboys,27,
1978,Divisional Playoff,1978-12-30,denver-broncos,10,pittsburgh-steelers,33,
1978,Divisional Playoff,1978-12-31,houston-oilers,31,new-england-patriots,14,
1978,Divisional Playoff,1978-12-31,minnesota-vikings,10,los-angeles-rams,34,
1978,Conference Championship,1979-01-07,houston-oilers,5,pittsburgh-steelers,34,
1978,Conference Championship,1979-01-07,dallas-cowboys,28,los-angeles-rams,0,
1978,Super Bowl,1979-01-21,pittsburgh-steelers,35,dallas-cowboys,31,
1979,1,1979-09-01,detroit-lions,16,tampa-bay-buccaneers,31,
1979,1,1979-09-02,atlanta-falcons,40,new-orleans-saints,34,OT
1979,1,1979-09-02,cleveland-browns,25,new-york-jets,22,OT
1979,1,1979-09-02,houston-oilers,29,washington-redskins,27,
1979,1,1979-09-02,miami-dolphins,9,buffalo-bills,7,
1979,1,1979-09-02,new-york-giants,17,philadelphia-eagles,23,
1979,1,1979-09-02,san-francisco-49ers,22,minnesota-vikings,28,
1979,1,1979-09-02,dallas-cowboys,22,st.-louis-cardinals,21,
1979,1,1979-09-02,green-bay-packers,3,chicago-bears,6,
1979,1,1979-09-02,baltimore-colts,0,kansas-city-chiefs,14,
1979,1,1979-09-02,cincinnati-bengals,0,denver-broncos,10,
1979,1,1979-09-02,oakland-raiders,24,los-angeles-rams,17,
1979,1,1979-09-02,san-diego-chargers,33,seattle-seahawks,16,
1979,1,1979-09-03,pittsburgh-steelers,16,new-england-patriots,13,OT
1979,2,1979-09-06,los-angeles-rams,13,denver-broncos,9,
1979,2,1979-09-09,cincinnati-bengals,24,buffalo-bills,51,
1979,2,1979-09-09,houston-oilers,7,pittsburgh-steelers,38,
1979,2,1979-09-09,minnesota-vikings,7,chicago-bears,26,
1979,2,1979-09-09,new-orleans-saints,19,green-bay-packers,28,
1979,2,1979-09-09,st.-louis-cardinals,27,new-york-giants,14,
1979,2,1979-09-09,washington-redskins,27,detroit-lions,24,
1979,2,1979-09-09,tampa-bay-buccaneers,29,baltimore-colts,26,OT
1979,2,1979-09-09,cleveland-browns,27,kansas-city-chiefs,24,
1979,2,1979-09-09,dallas-cowboys,21,san-francisco-49ers,13,
1979,2,1979-09-09,new-york-jets,3,new-england-patriots,56,
1979,2,1979-09-09,oakland-raiders,10,san-diego-chargers,30,
1979,2,1979-09-09,seattle-seahawks,10,miami-dolphins,19,
1979,2,1979-09-10,atlanta-falcons,14,philadelphia-eagles,10,
1979,3,1979-09-16,baltimore-colts,10,cleveland-browns,13,
1979,3,1979-09-16,denver-broncos,20,atlanta-falcons,17,OT
1979,3,1979-09-16,detroit-lions,10,new-york-jets,31,
1979,3,1979-09-16,kansas-city-chiefs,6,houston-oilers,20,
1979,3,1979-09-16,new-england-patriots,20,cincinnati-bengals,14,
1979,3,1979-09-16,philadelphia-eagles,26,new-orleans-saints,14,
1979,3,1979-09-16,miami-dolphins,27,minnesota-vikings,12,
1979,3,1979-09-16,tampa-bay-buccaneers,21,green-bay-packers,10,
1979,3,1979-09-16,chicago-bears,20,dallas-cowboys,24,
1979,3,1979-09-16,buffalo-bills,19,san-diego-chargers,27,
1979,3,1979-09-16,oakland-raiders,10,seattle-seahawks,27,
1979,3,1979-09-16,pittsburgh-steelers,24,st.-louis-cardinals,21,
1979,3,1979-09-16,san-francisco-49ers,24,los-angeles-rams,27,
1979,3,1979-09-17,new-york-giants,0,washington-redskins,27,
1979,4,1979-09-23,atlanta-falcons,23,detroit-lions,24,
1979,4,1979-09-23,baltimore-colts,13,pittsburgh-steelers,17,
1979,4,1979-09-23,green-bay-packers,21,minnesota-vikings,27,OT
1979,4,1979-09-23,houston-oilers,30,cincinnati-bengals,27,OT
1979,4,1979-09-23,new-york-jets,31,buffalo-bills,46,
1979,4,1979-09-23,san-diego-chargers,21,new-england-patriots,27,
1979,4,1979-09-23,oakland-raiders,7,kansas-city-chiefs,35,
1979,4,1979-09-23,washington-redskins,17,st.-louis-cardinals,7,
1979,4,1979-09-23,chicago-bears,16,miami-dolphins,31,
1979,4,1979-09-23,los-angeles-rams,6,tampa-bay-buccaneers,21,
1979,4,1979-09-23,new-orleans-saints,30,san-francisco-49ers,21,
1979,4,1979-09-23,philadelphia-eagles,17,new-york-giants,13,
1979,4,1979-09-23,seattle-seahawks,34,denver-broncos,37,
1979,4,1979-09-24,dallas-cowboys,7,cleveland-browns,26,
1979,5,1979-09-30,cleveland-browns,10,houston-oilers,31,
1979,5,1979-09-30,miami-dolphins,27,new-york-jets,33,
1979,5,1979-09-30,minnesota-vikings,13,detroit-lions,10,
1979,5,1979-09-30,new-york-giants,14,new-orleans-saints,24,
1979,5,1979-09-30,pittsburgh-steelers,14,philadelphia-eagles,17,
1979,5,1979-09-30,washington-redskins,16,atlanta-falcons,7,
1979,5,1979-09-30,buffalo-bills,31,baltimore-colts,13,
1979,5,1979-09-30,tampa-bay-buccaneers,17,chicago-bears,13,
1979,5,1979-09-30,cincinnati-bengals,13,dallas-cowboys,38,
1979,5,1979-09-30,denver-broncos,3,oakland-raiders,27,
1979,5,1979-09-30,kansas-city-chiefs,24,seattle-seahawks,6,
1979,5,1979-09-30,st.-louis-cardinals,0,los-angeles-rams,21,
1979,5,1979-09-30,san-francisco-49ers,9,san-diego-chargers,31,
1979,5,1979-10-01,new-england-patriots,14,green-bay-packers,27,
1979,6,1979-10-07,chicago-bears,7,buffalo-bills,0,
1979,6,1979-10-07,detroit-lions,17,new-england-patriots,24,
1979,6,1979-10-07,green-bay-packers,7,atlanta-falcons,25,
1979,6,1979-10-07,kansas-city-chiefs,10,cincinnati-bengals,7,
1979,6,1979-10-07,washington-redskins,17,philadelphia-eagles,28,
1979,6,1979-10-07,pittsburgh-steelers,51,cleveland-browns,35,
1979,6,1979-10-07,st.-louis-cardinals,24,houston-oilers,17,
1979,6,1979-10-07,tampa-bay-buccaneers,14,new-york-giants,17,
1979,6,1979-10-07,dallas-cowboys,36,minnesota-vikings,20,
1979,6,1979-10-07,los-angeles-rams,35,new-orleans-saints,17,
1979,6,1979-10-07,new-york-jets,8,baltimore-colts,10,
1979,6,1979-10-07,san-diego-chargers,0,denver-broncos,7,
1979,6,1979-10-07,seattle-seahawks,35,san-francisco-49ers,24,
1979,6,1979-10-08,miami-dolphins,3,oakland-raiders,13,
1979,7,1979-10-14,buffalo-bills,7,miami-dolphins,17,
1979,7,1979-10-14,new-orleans-saints,42,tampa-bay-buccaneers,14,
1979,7,1979-10-14,philadelphia-eagles,24,st.-louis-cardinals,20,
1979,7,1979-10-14,pittsburgh-steelers,10,cincinnati-bengals,34,
1979,7,1979-10-14,san-francisco-49ers,16,new-york-giants,32,
1979,7,1979-10-14,washington-redskins,13,cleveland-browns,9,
1979,7,1979-10-14,denver-broncos,24,kansas-city-chiefs,10,
1979,7,1979-10-14,houston-oilers,28,baltimore-colts,16,
1979,7,1979-10-14,new-england-patriots,27,chicago-bears,7,
1979,7,1979-10-14,atlanta-falcons,19,oakland-raiders,50,
1979,7,1979-10-14,detroit-lions,16,green-bay-packers,24,
1979,7,1979-10-14,seattle-seahawks,10,san-diego-chargers,20,
1979,7,1979-10-14,los-angeles-rams,6,dallas-cowboys,30,
1979,7,1979-10-15,minnesota-vikings,7,new-york-jets,14,
1979,8,1979-10-21,baltimore-colts,14,buffalo-bills,13,
1979,8,1979-10-21,cincinnati-bengals,27,cleveland-browns,28,
1979,8,1979-10-21,green-bay-packers,3,tampa-bay-buccaneers,21,
1979,8,1979-10-21,miami-dolphins,13,new-england-patriots,28,
1979,8,1979-10-21,oakland-raiders,19,new-york-jets,28,
1979,8,1979-10-21,philadelphia-eagles,7,washington-redskins,17,
1979,8,1979-10-21,chicago-bears,27,minnesota-vikings,30,
1979,8,1979-10-21,detroit-lions,7,new-orleans-saints,17,
1979,8,1979-10-21,st.-louis-cardinals,13,dallas-cowboys,22,
1979,8,1979-10-21,atlanta-falcons,15,san-francisco-49ers,20,
1979,8,1979-10-21,houston-oilers,14,seattle-seahawks,34,
1979,8,1979-10-21,new-york-giants,21,kansas-city-chiefs,17,
1979,8,1979-10-21,san-diego-chargers,40,los-angeles-rams,16,
1979,8,1979-10-22,denver-broncos,7,pittsburgh-steelers,42,
1979,9,1979-10-25,san-diego-chargers,22,oakland-raiders,45,
1979,9,1979-10-28,buffalo-bills,20,detroit-lions,17,
1979,9,1979-10-28,dallas-cowboys,3,pittsburgh-steelers,14,
1979,9,1979-10-28,new-england-patriots,26,baltimore-colts,31,
1979,9,1979-10-28,new-orleans-saints,14,washington-redskins,10,
1979,9,1979-10-28,new-york-jets,24,houston-oilers,27,OT
1979,9,1979-10-28,cleveland-browns,38,st.-louis-cardinals,20,
1979,9,1979-10-28,tampa-bay-buccaneers,12,minnesota-vikings,10,
1979,9,1979-10-28,new-york-giants,20,los-angeles-rams,14,
1979,9,1979-10-28,chicago-bears,28,san-francisco-49ers,27,
1979,9,1979-10-28,green-bay-packers,7,miami-dolphins,27,
1979,9,1979-10-28,kansas-city-chiefs,3,denver-broncos,20,
1979,9,1979-10-28,philadelphia-eagles,13,cincinnati-bengals,37,
1979,9,1979-10-29,seattle-seahawks,31,atlanta-falcons,28,
1979,10,1979-11-04,cleveland-browns,24,philadelphia-eagles,19,
1979,10,1979-11-04,dallas-cowboys,16,new-york-giants,14,
1979,10,1979-11-04,new-england-patriots,26,buffalo-bills,6,
1979,10,1979-11-04,tampa-bay-buccaneers,14,atlanta-falcons,17,
1979,10,1979-11-04,washington-redskins,7,pittsburgh-steelers,38,
1979,10,1979-11-04,cincinnati-bengals,28,baltimore-colts,38,
1979,10,1979-11-04,minnesota-vikings,7,st.-louis-cardinals,37,
1979,10,1979-11-04,san-diego-chargers,20,kansas-city-chiefs,14,
1979,10,1979-11-04,detroit-lions,7,chicago-bears,35,
1979,10,1979-11-04,los-angeles-rams,24,seattle-seahawks,0,
1979,10,1979-11-04,new-orleans-saints,3,denver-broncos,10,
1979,10,1979-11-04,new-york-jets,27,green-bay-packers,22,
1979,10,1979-11-04,san-francisco-49ers,10,oakland-raiders,23,
1979,10,1979-11-05,houston-oilers,9,miami-dolphins,6,
1979,11,1979-11-11,baltimore-colts,0,miami-dolphins,19,
1979,11,1979-11-11,buffalo-bills,14,new-york-jets,12,
1979,11,1979-11-11,minnesota-vikings,7,green-bay-packers,19,
1979,11,1979-11-11,pittsburgh-steelers,30,kansas-city-chiefs,3,
1979,11,1979-11-11,oakland-raiders,17,houston-oilers,31,
1979,11,1979-11-11,st.-louis-cardinals,28,washington-redskins,30,
1979,11,1979-11-11,san-diego-chargers,26,cincinnati-bengals,24,
1979,11,1979-11-11,seattle-seahawks,29,cleveland-browns,24,
1979,11,1979-11-11,tampa-bay-buccaneers,16,detroit-lions,14,
1979,11,1979-11-11,los-angeles-rams,23,chicago-bears,27,
1979,11,1979-11-11,san-francisco-49ers,20,new-orleans-saints,31,
1979,11,1979-11-11,atlanta-falcons,3,new-york-giants,24,
1979,11,1979-11-11,new-england-patriots,10,denver-broncos,45,
1979,11,1979-11-12,philadelphia-eagles,31,dallas-cowboys,21,
1979,12,1979-11-18,baltimore-colts,21,new-england-patriots,50,
1979,12,1979-11-18,dallas-cowboys,20,washington-redskins,34,
1979,12,1979-11-18,green-bay-packers,12,buffalo-bills,19,
1979,12,1979-11-18,miami-dolphins,24,cleveland-browns,30,OT
1979,12,1979-11-18,new-york-jets,13,chicago-bears,23,
1979,12,1979-11-18,st.-louis-cardinals,13,philadelphia-eagles,16,
1979,12,1979-11-18,detroit-lions,7,minnesota-vikings,14,
1979,12,1979-11-18,cincinnati-bengals,21,houston-oilers,42,
1979,12,1979-11-18,denver-broncos,38,san-francisco-49ers,28,
1979,12,1979-11-18,kansas-city-chiefs,24,oakland-raiders,21,
1979,12,1979-11-18,new-orleans-saints,24,seattle-seahawks,38,
1979,12,1979-11-18,new-york-giants,3,tampa-bay-buccaneers,31,
1979,12,1979-11-18,pittsburgh-steelers,7,san-diego-chargers,35,
1979,12,1979-11-19,atlanta-falcons,14,los-angeles-rams,20,
1979,13,1979-11-22,chicago-bears,0,detroit-lions,20,
1979,13,1979-11-22,houston-oilers,30,dallas-cowboys,24,
